"bkz";"gkz";"name";"wber";"abg";"ung";"gueltig";"vp";"sp";"fp";"gr";"ne";"so"
708;70815;"Hinterhornbach";69;NA;NA;NA;NA;NA;NA;NA;NA;NA
708;70816;"Höfen";935;NA;NA;NA;NA;NA;NA;NA;NA;NA
708;70817;"Holzgau";284;NA;NA;NA;NA;NA;NA;NA;NA;NA
708;70818;"Jungholz";88;NA;NA;NA;NA;NA;NA;NA;NA;NA
708;70819;"Kaisers";56;NA;NA;NA;NA;NA;NA;NA;NA;NA
708;70820;"Lechaschau";1424;NA;NA;NA;NA;NA;NA;NA;NA;NA
708;70821;"Lermoos";742;NA;NA;NA;NA;NA;NA;NA;NA;NA
708;70822;"Musau";285;NA;NA;NA;NA;NA;NA;NA;NA;NA
708;70823;"Namlos";49;NA;NA;NA;NA;NA;NA;NA;NA;NA
708;70824;"Nesselwängle";306;NA;NA;NA;NA;NA;NA;NA;NA;NA
708;70825;"Pfafflar";68;NA;NA;NA;NA;NA;NA;NA;NA;NA
708;70826;"Pflach";1012;NA;NA;NA;NA;NA;NA;NA;NA;NA
708;70827;"Pinswang";263;NA;NA;NA;NA;NA;NA;NA;NA;NA
708;70828;"Reutte";4266;NA;NA;NA;NA;NA;NA;NA;NA;NA
708;70829;"Schattwald";283;NA;NA;NA;NA;NA;NA;NA;NA;NA
708;70830;"Stanzach";382;NA;NA;NA;NA;NA;NA;NA;NA;NA
708;70831;"Steeg";512;385;3;382;200;16;98;13;37;18
708;70832;"Tannheim";708;NA;NA;NA;NA;NA;NA;NA;NA;NA
708;70833;"Vils";997;NA;NA;NA;NA;NA;NA;NA;NA;NA
708;70834;"Vorderhornbach";215;NA;NA;NA;NA;NA;NA;NA;NA;NA
708;70835;"Wängle";680;NA;NA;NA;NA;NA;NA;NA;NA;NA
708;70836;"Weißenbach am Lech";964;NA;NA;NA;NA;NA;NA;NA;NA;NA
708;70837;"Zöblen";168;NA;NA;NA;NA;NA;NA;NA;NA;NA
709;70901;"Achenkirch";1500;1081;2;1079;415;94;392;25;103;50
709;70902;"Aschau im Zillertal";1335;NA;NA;NA;NA;NA;NA;NA;NA;NA
709;70903;"Brandberg";287;NA;NA;NA;NA;NA;NA;NA;NA;NA
709;70904;"Bruck am Ziller";896;NA;NA;NA;NA;NA;NA;NA;NA;NA
709;70905;"Buch in Tirol";2000;NA;NA;NA;NA;NA;NA;NA;NA;NA
709;70907;"Eben am Achensee";2183;NA;NA;NA;NA;NA;NA;NA;NA;NA
709;70908;"Finkenberg";1050;NA;NA;NA;NA;NA;NA;NA;NA;NA
709;70909;"Fügen";2798;NA;NA;NA;NA;NA;NA;NA;NA;NA
709;70910;"Fügenberg";1113;NA;NA;NA;NA;NA;NA;NA;NA;NA
709;70911;"Gallzein";510;NA;NA;NA;NA;NA;NA;NA;NA;NA
709;70912;"Gerlos";561;NA;NA;NA;NA;NA;NA;NA;NA;NA
709;70913;"Gerlosberg";376;274;1;273;84;9;159;3;11;7
709;70914;"Hainzenberg";550;NA;NA;NA;NA;NA;NA;NA;NA;NA
709;70915;"Hart im Zillertal";1244;NA;NA;NA;NA;NA;NA;NA;NA;NA
709;70916;"Hippach";1095;NA;NA;NA;NA;NA;NA;NA;NA;NA
709;70917;"Jenbach";4934;NA;NA;NA;NA;NA;NA;NA;NA;NA
709;70918;"Kaltenbach";872;NA;NA;NA;NA;NA;NA;NA;NA;NA
709;70920;"Mayrhofen";2503;NA;NA;NA;NA;NA;NA;NA;NA;NA
709;70921;"Pill";947;NA;NA;NA;NA;NA;NA;NA;NA;NA
709;70922;"Ramsau im Zillertal";1238;NA;NA;NA;NA;NA;NA;NA;NA;NA
709;70923;"Ried im Zillertal";900;NA;NA;NA;NA;NA;NA;NA;NA;NA
709;70924;"Rohrberg";440;NA;NA;NA;NA;NA;NA;NA;NA;NA
709;70925;"Schlitters";1085;773;12;761;229;68;329;27;65;43
709;70926;"Schwaz";10060;NA;NA;NA;NA;NA;NA;NA;NA;NA
709;70927;"Schwendau";1276;NA;NA;NA;NA;NA;NA;NA;NA;NA
709;70928;"Stans";1630;1276;12;1264;427;157;380;83;144;73
709;70929;"Steinberg am Rofan";208;NA;NA;NA;NA;NA;NA;NA;NA;NA
709;70930;"Strass im Zillertal";651;NA;NA;NA;NA;NA;NA;NA;NA;NA
709;70931;"Stumm";1454;1054;14;1040;373;110;344;57;108;48
709;70932;"Stummerberg";704;NA;NA;NA;NA;NA;NA;NA;NA;NA
709;70933;"Terfens";1697;NA;NA;NA;NA;NA;NA;NA;NA;NA
709;70934;"Tux";1330;NA;NA;NA;NA;NA;NA;NA;NA;NA
709;70935;"Uderns";1439;NA;NA;NA;NA;NA;NA;NA;NA;NA
709;70936;"Vomp";3903;NA;NA;NA;NA;NA;NA;NA;NA;NA
709;70937;"Weer";1313;NA;NA;NA;NA;NA;NA;NA;NA;NA
709;70938;"Weerberg";1954;NA;NA;NA;NA;NA;NA;NA;NA;NA
709;70939;"Wiesing";1687;NA;NA;NA;NA;NA;NA;NA;NA;NA
709;70940;"Zell am Ziller";1283;NA;NA;NA;NA;NA;NA;NA;NA;NA
709;70941;"Zellberg";507;NA;NA;NA;NA;NA;NA;NA;NA;NA
801;80101;"Bartholomäberg";1752;NA;NA;NA;NA;NA;NA;NA;NA;NA
801;80102;"Blons";262;NA;NA;NA;NA;NA;NA;NA;NA;NA
801;80103;"Bludenz";9327;NA;NA;NA;NA;NA;NA;NA;NA;NA
801;80104;"Bludesch";1650;1149;6;1143;252;169;367;123;137;95
801;80105;"Brand";470;NA;NA;NA;NA;NA;NA;NA;NA;NA
801;80106;"Bürs";2266;NA;NA;NA;NA;NA;NA;NA;NA;NA
801;80107;"Bürserberg";447;NA;NA;NA;NA;NA;NA;NA;NA;NA
801;80108;"Dalaas";1129;871;2;869;215;130;289;65;118;52
801;80109;"Fontanella";333;NA;NA;NA;NA;NA;NA;NA;NA;NA
801;80110;"Gaschurn";1076;NA;NA;NA;NA;NA;NA;NA;NA;NA
801;80111;"Innerbraz";779;NA;NA;NA;NA;NA;NA;NA;NA;NA
801;80112;"Klösterle";453;NA;NA;NA;NA;NA;NA;NA;NA;NA
801;80113;"Lech";1088;NA;NA;NA;NA;NA;NA;NA;NA;NA
801;80114;"Lorüns";204;NA;NA;NA;NA;NA;NA;NA;NA;NA
801;80115;"Ludesch";2542;NA;NA;NA;NA;NA;NA;NA;NA;NA
801;80116;"Nenzing";4616;NA;NA;NA;NA;NA;NA;NA;NA;NA
801;80117;"Nüziders";3739;NA;NA;NA;NA;NA;NA;NA;NA;NA
801;80118;"Raggal";672;500;7;493;214;22;106;52;72;27
801;80119;"St. Anton im Montafon";538;NA;NA;NA;NA;NA;NA;NA;NA;NA
801;80120;"St. Gallenkirch";1669;NA;NA;NA;NA;NA;NA;NA;NA;NA
801;80121;"St. Gerold";282;NA;NA;NA;NA;NA;NA;NA;NA;NA
801;80122;"Schruns";2738;NA;NA;NA;NA;NA;NA;NA;NA;NA
801;80123;"Silbertal";662;NA;NA;NA;NA;NA;NA;NA;NA;NA
801;80124;"Sonntag";475;355;6;349;186;17;73;17;31;25
801;80125;"Stallehr";213;NA;NA;NA;NA;NA;NA;NA;NA;NA
801;80126;"Thüringen";1688;1234;7;1227;382;128;304;174;156;83
801;80127;"Thüringerberg";561;NA;NA;NA;NA;NA;NA;NA;NA;NA
801;80128;"Tschagguns";1623;NA;NA;NA;NA;NA;NA;NA;NA;NA
801;80129;"Vandans";2049;NA;NA;NA;NA;NA;NA;NA;NA;NA
802;80201;"Alberschwende";2459;NA;NA;NA;NA;NA;NA;NA;NA;NA
802;80202;"Andelsbuch";1879;NA;NA;NA;NA;NA;NA;NA;NA;NA
802;80203;"Au";1371;NA;NA;NA;NA;NA;NA;NA;NA;NA
802;80204;"Bezau";1457;NA;NA;NA;NA;NA;NA;NA;NA;NA
802;80205;"Bildstein";607;NA;NA;NA;NA;NA;NA;NA;NA;NA
802;80206;"Bizau";795;NA;NA;NA;NA;NA;NA;NA;NA;NA
802;80207;"Bregenz";18262;NA;NA;NA;NA;NA;NA;NA;NA;NA
802;80208;"Buch";463;371;1;370;143;20;113;29;41;24
802;80209;"Damüls";227;NA;NA;NA;NA;NA;NA;NA;NA;NA
802;80210;"Doren";764;NA;NA;NA;NA;NA;NA;NA;NA;NA
802;80211;"Egg";2755;NA;NA;NA;NA;NA;NA;NA;NA;NA
802;80212;"Eichenberg";275;NA;NA;NA;NA;NA;NA;NA;NA;NA
802;80213;"Fußach";2774;NA;NA;NA;NA;NA;NA;NA;NA;NA
802;80214;"Gaißau";1355;NA;NA;NA;NA;NA;NA;NA;NA;NA
802;80215;"Hard";9214;NA;NA;NA;NA;NA;NA;NA;NA;NA
802;80216;"Hittisau";1413;NA;NA;NA;NA;NA;NA;NA;NA;NA
802;80217;"Höchst";5918;NA;NA;NA;NA;NA;NA;NA;NA;NA
802;80218;"Hörbranz";4533;NA;NA;NA;NA;NA;NA;NA;NA;NA
802;80219;"Hohenweiler";941;NA;NA;NA;NA;NA;NA;NA;NA;NA
802;80220;"Kennelbach";1321;NA;NA;NA;NA;NA;NA;NA;NA;NA
802;80221;"Krumbach";824;NA;NA;NA;NA;NA;NA;NA;NA;NA
802;80222;"Langen bei Bregenz";1110;NA;NA;NA;NA;NA;NA;NA;NA;NA
802;80223;"Langenegg";834;NA;NA;NA;NA;NA;NA;NA;NA;NA
802;80224;"Lauterach";7101;NA;NA;NA;NA;NA;NA;NA;NA;NA
802;80225;"Lingenau";1121;NA;NA;NA;NA;NA;NA;NA;NA;NA
802;80226;"Lochau";4325;NA;NA;NA;NA;NA;NA;NA;NA;NA
802;80227;"Mellau";916;NA;NA;NA;NA;NA;NA;NA;NA;NA
802;80228;"Mittelberg";2289;NA;NA;NA;NA;NA;NA;NA;NA;NA
802;80229;"Möggers";396;NA;NA;NA;NA;NA;NA;NA;NA;NA
802;80230;"Reuthe";448;NA;NA;NA;NA;NA;NA;NA;NA;NA
802;80231;"Riefensberg";698;NA;NA;NA;NA;NA;NA;NA;NA;NA
802;80232;"Schnepfau";333;224;0;224;107;13;54;14;30;6
802;80233;"Schoppernau";705;541;2;539;249;17;156;35;69;13
802;80234;"Schröcken";152;NA;NA;NA;NA;NA;NA;NA;NA;NA
802;80235;"Schwarzach";2759;NA;NA;NA;NA;NA;NA;NA;NA;NA
802;80236;"Schwarzenberg";1398;NA;NA;NA;NA;NA;NA;NA;NA;NA
802;80237;"Sibratsgfäll";325;NA;NA;NA;NA;NA;NA;NA;NA;NA
802;80238;"Sulzberg";1260;NA;NA;NA;NA;NA;NA;NA;NA;NA
802;80239;"Warth";119;NA;NA;NA;NA;NA;NA;NA;NA;NA
802;80240;"Wolfurt";6097;NA;NA;NA;NA;NA;NA;NA;NA;NA
803;80301;"Dornbirn";34110;NA;NA;NA;NA;NA;NA;NA;NA;NA
803;80302;"Hohenems";11277;NA;NA;NA;NA;NA;NA;NA;NA;NA
803;80303;"Lustenau";15965;NA;NA;NA;NA;NA;NA;NA;NA;NA
804;80401;"Altach";5171;NA;NA;NA;NA;NA;NA;NA;NA;NA
804;80402;"Düns";317;NA;NA;NA;NA;NA;NA;NA;NA;NA
804;80403;"Dünserberg";115;NA;NA;NA;NA;NA;NA;NA;NA;NA
804;80404;"Feldkirch";23528;NA;NA;NA;NA;NA;NA;NA;NA;NA
804;80405;"Frastanz";4343;NA;NA;NA;NA;NA;NA;NA;NA;NA
804;80406;"Fraxern";552;428;5;423;155;34;117;44;49;24
804;80407;"Göfis";2528;NA;NA;NA;NA;NA;NA;NA;NA;NA
804;80408;"Götzis";8042;NA;NA;NA;NA;NA;NA;NA;NA;NA
804;80409;"Klaus";2278;NA;NA;NA;NA;NA;NA;NA;NA;NA
804;80410;"Koblach";3642;NA;NA;NA;NA;NA;NA;NA;NA;NA
804;80411;"Laterns";528;NA;NA;NA;NA;NA;NA;NA;NA;NA
804;80412;"Mäder";2984;NA;NA;NA;NA;NA;NA;NA;NA;NA
804;80413;"Meiningen";1702;NA;NA;NA;NA;NA;NA;NA;NA;NA
804;80414;"Rankweil";8448;NA;NA;NA;NA;NA;NA;NA;NA;NA
804;80415;"Röns";289;254;2;252;66;26;77;40;32;11
804;80416;"Röthis";1618;NA;NA;NA;NA;NA;NA;NA;NA;NA
804;80417;"Satteins";2089;NA;NA;NA;NA;NA;NA;NA;NA;NA
804;80418;"Schlins";1764;1302;5;1297;379;181;346;117;175;99
804;80419;"Schnifis";608;NA;NA;NA;NA;NA;NA;NA;NA;NA
804;80420;"Sulz";1972;NA;NA;NA;NA;NA;NA;NA;NA;NA
804;80421;"Übersaxen";503;NA;NA;NA;NA;NA;NA;NA;NA;NA
804;80422;"Viktorsberg";321;NA;NA;NA;NA;NA;NA;NA;NA;NA
804;80423;"Weiler";1633;NA;NA;NA;NA;NA;NA;NA;NA;NA
804;80424;"Zwischenwasser";2416;NA;NA;NA;NA;NA;NA;NA;NA;NA
901;90101;"Innere Stadt";11140;NA;NA;NA;NA;NA;NA;NA;NA;NA
902;90201;"Leopoldstadt";60004;NA;NA;NA;NA;NA;NA;NA;NA;NA
903;90301;"Landstraße";55118;NA;NA;NA;NA;NA;NA;NA;NA;NA
904;90401;"Wieden";19382;NA;NA;NA;NA;NA;NA;NA;NA;NA
905;90501;"Margareten";28447;NA;NA;NA;NA;NA;NA;NA;NA;NA
906;90601;"Mariahilf";18904;NA;NA;NA;NA;NA;NA;NA;NA;NA
907;90701;"Neubau";19281;NA;NA;NA;NA;NA;NA;NA;NA;NA
908;90801;"Josefstadt";14839;NA;NA;NA;NA;NA;NA;NA;NA;NA
909;90901;"Alsergrund";24425;NA;NA;NA;NA;NA;NA;NA;NA;NA
910;91001;"Favoriten";104744;NA;NA;NA;NA;NA;NA;NA;NA;NA
911;91101;"Simmering";58847;NA;NA;NA;NA;NA;NA;NA;NA;NA
912;91201;"Meidling";53111;NA;NA;NA;NA;NA;NA;NA;NA;NA
913;91301;"Hietzing";37100;NA;NA;NA;NA;NA;NA;NA;NA;NA
914;91401;"Penzing";59782;NA;NA;NA;NA;NA;NA;NA;NA;NA
915;91501;"Rudolfsheim-Fünfhaus";37172;NA;NA;NA;NA;NA;NA;NA;NA;NA
916;91601;"Ottakring";53593;NA;NA;NA;NA;NA;NA;NA;NA;NA
917;91701;"Hernals";31127;NA;NA;NA;NA;NA;NA;NA;NA;NA
918;91801;"Währing";31479;NA;NA;NA;NA;NA;NA;NA;NA;NA
919;91901;"Döbling";46820;NA;NA;NA;NA;NA;NA;NA;NA;NA
920;92001;"Brigittenau";42681;NA;NA;NA;NA;NA;NA;NA;NA;NA
921;92101;"Floridsdorf";108262;NA;NA;NA;NA;NA;NA;NA;NA;NA
922;92201;"Donaustadt";135104;NA;NA;NA;NA;NA;NA;NA;NA;NA
923;92301;"Liesing";76567;NA;NA;NA;NA;NA;NA;NA;NA;NA
